target,source,dataset,model,method,seed,ap,precision_at_5,recall_at_5
positional,permuted,adult,hgb,treeshap,0,0.3543650793650793,0.2,0.2
positional,constant,adult,hgb,treeshap,0,0.35714285714285715,1.0,1.0
positional,oracle,adult,hgb,treeshap,0,1.0,1.0,1.0
random,real,adult,hgb,treeshap,0,0.5432900432900433,0.2,0.2
random,random,adult,hgb,treeshap,0,0.7202564102564102,0.8,0.8
random,permuted,adult,hgb,treeshap,0,0.7014285714285713,0.6,0.6
random,constant,adult,hgb,treeshap,0,0.35714285714285715,0.2,0.2
random,oracle,adult,hgb,treeshap,0,1.0,1.0,1.0
self_top5,real,adult,hgb,treeshap,0,1.0,1.0,1.0
self_top5,random,adult,hgb,treeshap,0,0.3496336996336996,0.2,0.2
self_top5,permuted,adult,hgb,treeshap,0,0.4634920634920635,0.2,0.2
self_top5,constant,adult,hgb,treeshap,0,0.35714285714285715,0.6,0.6
self_top5,oracle,adult,hgb,treeshap,0,1.0,1.0,1.0
loso_top5,real,adult,hgb,treeshap,0,0.9666666666666666,0.8,0.8
loso_top5,random,adult,hgb,treeshap,0,0.44963369963369965,0.2,0.2
loso_top5,permuted,adult,hgb,treeshap,0,0.421031746031746,0.2,0.2
loso_top5,constant,adult,hgb,treeshap,0,0.35714285714285715,0.6,0.6
loso_top5,oracle,adult,hgb,treeshap,0,1.0,1.0,1.0
positional,real,adult,hgb,treeshap,1,0.5944444444444444,0.6,0.6
positional,random,adult,hgb,treeshap,1,0.532967032967033,0.4,0.4
positional,permuted,adult,hgb,treeshap,1,0.6542424242424243,0.6,0.6
positional,constant,adult,hgb,treeshap,1,0.35714285714285715,1.0,1.0
positional,oracle,adult,hgb,treeshap,1,1.0,1.0,1.0
random,real,adult,hgb,treeshap,1,0.5657142857142857,0.4,0.4
random,random,adult,hgb,treeshap,1,0.3866233766233766,0.4,0.4
random,permuted,adult,hgb,treeshap,1,0.6803174603174603,0.6,0.6
random,constant,adult,hgb,treeshap,1,0.35714285714285715,0.2,0.2
random,oracle,adult,hgb,treeshap,1,1.0,1.0,1.0
self_top5,real,adult,hgb,treeshap,1,1.0,1.0,1.0
self_top5,random,adult,hgb,treeshap,1,0.4965367965367965,0.2,0.2
self_top5,permuted,adult,hgb,treeshap,1,0.5347619047619047,0.6,0.6
self_top5,constant,adult,hgb,treeshap,1,0.35714285714285715,0.6,0.6
self_top5,oracle,adult,hgb,treeshap,1,1.0,1.0,1.0
loso_top5,real,adult,hgb,treeshap,1,0.9666666666666666,0.8,0.8
loso_top5,random,adult,hgb,treeshap,1,0.6857142857142857,0.4,0.4
loso_top5,permuted,adult,hgb,treeshap,1,0.39309523809523805,0.4,0.4
loso_top5,constant,adult,hgb,treeshap,1,0.35714285714285715,0.6,0.6
loso_top5,oracle,adult,hgb,treeshap,1,1.0,1.0,1.0
positional,real,adult,hgb,treeshap,2,0.5833333333333333,0.6,0.6
positional,random,adult,hgb,treeshap,2,0.4762987012987013,0.2,0.2
positional,permuted,adult,hgb,treeshap,2,0.8253968253968254,0.6,0.6
positional,constant,adult,hgb,treeshap,2,0.35714285714285715,1.0,1.0
positional,oracle,adult,hgb,treeshap,2,1.0,1.0,1.0
random,real,adult,hgb,treeshap,2,0.5366233766233766,0.4,0.4
random,random,adult,hgb,treeshap,2,0.27813519813519816,0.2,0.2
random,permuted,adult,hgb,treeshap,2,0.4714285714285714,0.4,0.4
random,constant,adult,hgb,treeshap,2,0.35714285714285715,0.2,0.2
random,oracle,adult,hgb,treeshap,2,1.0,1.0,1.0
self_top5,real,adult,hgb,treeshap,2,1.0,1.0,1.0
self_top5,random,adult,hgb,treeshap,2,0.5171428571428571,0.4,0.4
self_top5,permuted,adult,hgb,treeshap,2,0.3793650793650793,0.2,0.2
self_top5,constant,adult,hgb,treeshap,2,0.35714285714285715,0.6,0.6
self_top5,oracle,adult,hgb,treeshap,2,1.0,1.0,1.0
loso_top5,real,adult,hgb,treeshap,2,0.9666666666666666,0.8,0.8
loso_top5,random,adult,hgb,treeshap,2,0.5704761904761904,0.4,0.4
loso_top5,permuted,adult,hgb,treeshap,2,0.3419047619047619,0.2,0.2
loso_top5,constant,adult,hgb,treeshap,2,0.35714285714285715,0.6,0.6
loso_top5,oracle,adult,hgb,treeshap,2,1.0,1.0,1.0
positional,real,adult,hgb,treeshap,3,0.5944444444444444,0.6,0.6
positional,random,adult,hgb,treeshap,3,0.3663170163170163,0.2,0.2
positional,permuted,adult,hgb,treeshap,3,0.4666666666666667,0.4,0.4
positional,constant,adult,hgb,treeshap,3,0.35714285714285715,1.0,1.0
positional,oracle,adult,hgb,treeshap,3,1.0,1.0,1.0
random,real,adult,hgb,treeshap,3,0.5412698412698412,0.2,0.2
random,random,adult,hgb,treeshap,3,0.2831168831168831,0.0,0.0
random,permuted,adult,hgb,treeshap,3,0.3005050505050505,0.2,0.2
random,constant,adult,hgb,treeshap,3,0.35714285714285715,0.2,0.2
random,oracle,adult,hgb,treeshap,3,1.0,1.0,1.0
self_top5,real,adult,hgb,treeshap,3,1.0,1.0,1.0
self_top5,random,adult,hgb,treeshap,3,0.6353174603174603,0.4,0.4
self_top5,permuted,adult,hgb,treeshap,3,0.6944444444444444,0.6,0.6
self_top5,constant,adult,hgb,treeshap,3,0.35714285714285715,0.6,0.6
self_top5,oracle,adult,hgb,treeshap,3,1.0,1.0,1.0
loso_top5,real,adult,hgb,treeshap,3,1.0,1.0,1.0
loso_top5,random,adult,hgb,treeshap,3,0.6353174603174603,0.4,0.4
loso_top5,permuted,adult,hgb,treeshap,3,0.6944444444444444,0.6,0.6
loso_top5,constant,adult,hgb,treeshap,3,0.35714285714285715,0.6,0.6
loso_top5,oracle,adult,hgb,treeshap,3,1.0,1.0,1.0
positional,real,adult,hgb,treeshap,4,0.5722222222222222,0.6,0.6
positional,random,adult,hgb,treeshap,4,0.5909090909090908,0.4,0.4
positional,permuted,adult,hgb,treeshap,4,0.43692307692307686,0.4,0.4
positional,constant,adult,hgb,treeshap,4,0.35714285714285715,1.0,1.0
positional,oracle,adult,hgb,treeshap,4,1.0,1.0,1.0
random,real,adult,hgb,treeshap,4,0.5321789321789321,0.2,0.2
random,random,adult,hgb,treeshap,4,0.3335897435897436,0.4,0.4
random,permuted,adult,hgb,treeshap,4,0.4321789321789321,0.4,0.4
random,constant,adult,hgb,treeshap,4,0.35714285714285715,0.2,0.2
random,oracle,adult,hgb,treeshap,4,1.0,1.0,1.0
self_top5,real,adult,hgb,treeshap,4,1.0,1.0,1.0
self_top5,random,adult,hgb,treeshap,4,0.5514285714285714,0.4,0.4
self_top5,permuted,adult,hgb,treeshap,4,0.7133333333333334,0.6,0.6
self_top5,constant,adult,hgb,treeshap,4,0.35714285714285715,0.6,0.6
self_top5,oracle,adult,hgb,treeshap,4,1.0,1.0,1.0
loso_top5,real,adult,hgb,treeshap,4,0.9666666666666666,0.8,0.8
loso_top5,random,adult,hgb,treeshap,4,0.5800000000000001,0.4,0.4
loso_top5,permuted,adult,hgb,treeshap,4,0.416060606060606,0.4,0.4
loso_top5,constant,adult,hgb,treeshap,4,0.35714285714285715,0.6,0.6
loso_top5,oracle,adult,hgb,treeshap,4,1.0,1.0,1.0
positional,real,adult,hgb,lime,0,0.5315262515262515,0.4,0.4
positional,random,adult,hgb,lime,0,0.3271428571428572,0.2,0.2
positional,permuted,adult,hgb,lime,0,0.36480186480186483,0.4,0.4
positional,constant,adult,hgb,lime,0,0.35714285714285715,1.0,1.0
positional,oracle,adult,hgb,lime,0,1.0,1.0,1.0
random,real,adult,hgb,lime,0,0.6247619047619046,0.6,0.6
random,random,adult,hgb,lime,0,0.4208119658119659,0.4,0.4
random,permuted,adult,hgb,lime,0,0.4374891774891775,0.4,0.4
random,constant,adult,hgb,lime,0,0.35714285714285715,0.4,0.4
random,oracle,adult,hgb,lime,0,1.0,1.0,1.0
self_top5,real,adult,hgb,lime,0,1.0,1.0,1.0
self_top5,random,adult,hgb,lime,0,0.32963369963369965,0.4,0.4
self_top5,permuted,adult,hgb,lime,0,0.32748917748917744,0.2,0.2
self_top5,constant,adult,hgb,lime,0,0.35714285714285715,0.4,0.4
self_top5,oracle,adult,hgb,lime,0,1.0,1.0,1.0
loso_top5,real,adult,hgb,lime,0,0.9666666666666666,0.8,0.8
loso_top5,random,adult,hgb,lime,0,0.39963369963369966,0.4,0.4
loso_top5,permuted,adult,hgb,lime,0,0.3608225108225108,0.2,0.2
loso_top5,constant,adult,hgb,lime,0,0.35714285714285715,0.2,0.2
loso_top5,oracle,adult,hgb,lime,0,1.0,1.0,1.0
positional,real,adult,hgb,lime,1,0.4965367965367965,0.2,0.2
positional,random,adult,hgb,lime,1,0.3257326007326007,0.2,0.2
positional,permuted,adult,hgb,lime,1,0.6496503496503496,0.4,0.4
positional,constant,adult,hgb,lime,1,0.35714285714285715,1.0,1.0
positional,oracle,adult,hgb,lime,1,1.0,1.0,1.0
random,real,adult,hgb,lime,1,0.6635897435897435,0.6,0.6
random,random,adult,hgb,lime,1,0.6383333333333334,0.4,0.4
random,permuted,adult,hgb,lime,1,0.3821789321789321,0.2,0.2
random,constant,adult,hgb,lime,1,0.35714285714285715,0.4,0.4
random,oracle,adult,hgb,lime,1,1.0,1.0,1.0
self_top5,real,adult,hgb,lime,1,1.0,1.0,1.0
self_top5,random,adult,hgb,lime,1,0.7560606060606061,0.6,0.6
self_top5,permuted,adult,hgb,lime,1,0.37860750360750356,0.2,0.2
self_top5,constant,adult,hgb,lime,1,0.35714285714285715,0.2,0.2
self_top5,oracle,adult,hgb,lime,1,1.0,1.0,1.0
loso_top5,real,adult,hgb,lime,1,1.0,1.0,1.0
loso_top5,random,adult,hgb,lime,1,0.7560606060606061,0.6,0.6
loso_top5,permuted,adult,hgb,lime,1,0.37860750360750356,0.2,0.2
loso_top5,constant,adult,hgb,lime,1,0.35714285714285715,0.2,0.2
loso_top5,oracle,adult,hgb,lime,1,1.0,1.0,1.0
positional,real,adult,hgb,lime,2,0.4991558441558442,0.4,0.4
positional,random,adult,hgb,lime,2,0.7277777777777779,0.6,0.6
positional,permuted,adult,hgb,lime,2,0.4714285714285714,0.4,0.4
positional,constant,adult,hgb,lime,2,0.35714285714285715,1.0,1.0
positional,oracle,adult,hgb,lime,2,1.0,1.0,1.0
random,real,adult,hgb,lime,2,0.6302564102564103,0.6,0.6
random,random,adult,hgb,lime,2,0.7912087912087913,0.6,0.6
random,permuted,adult,hgb,lime,2,0.48031746031746025,0.6,0.6
random,constant,adult,hgb,lime,2,0.35714285714285715,0.4,0.4
random,oracle,adult,hgb,lime,2,1.0,1.0,1.0
self_top5,real,adult,hgb,lime,2,1.0,1.0,1.0
self_top5,random,adult,hgb,lime,2,0.650952380952381,0.6,0.6
self_top5,permuted,adult,hgb,lime,2,0.331956931956932,0.2,0.2
self_top5,constant,adult,hgb,lime,2,0.35714285714285715,0.4,0.4
self_top5,oracle,adult,hgb,lime,2,1.0,1.0,1.0
loso_top5,real,adult,hgb,lime,2,0.9666666666666666,0.8,0.8
loso_top5,random,adult,hgb,lime,2,0.7176190476190476,0.6,0.6
loso_top5,permuted,adult,hgb,lime,2,0.41631701631701634,0.4,0.4
loso_top5,constant,adult,hgb,lime,2,0.35714285714285715,0.2,0.2
loso_top5,oracle,adult,hgb,lime,2,1.0,1.0,1.0
positional,real,adult,hgb,lime,3,0.4847619047619047,0.2,0.2
positional,random,adult,hgb,lime,3,0.4575757575757575,0.4,0.4
positional,permuted,adult,hgb,lime,3,0.5353174603174604,0.4,0.4
positional,constant,adult,hgb,lime,3,0.35714285714285715,1.0,1.0
positional,oracle,adult,hgb,lime,3,1.0,1.0,1.0
random,real,adult,hgb,lime,3,0.6635897435897435,0.6,0.6
random,random,adult,hgb,lime,3,0.8261904761904761,0.6,0.6
random,permuted,adult,hgb,lime,3,0.6442424242424243,0.6,0.6
random,constant,adult,hgb,lime,3,0.35714285714285715,0.4,0.4
random,oracle,adult,hgb,lime,3,1.0,1.0,1.0
self_top5,real,adult,hgb,lime,3,1.0,1.0,1.0
self_top5,random,adult,hgb,lime,3,0.5186813186813186,0.4,0.4
self_top5,permuted,adult,hgb,lime,3,0.6866666666666665,0.6,0.6
self_top5,constant,adult,hgb,lime,3,0.35714285714285715,0.2,0.2
self_top5,oracle,adult,hgb,lime,3,1.0,1.0,1.0
loso_top5,real,adult,hgb,lime,3,1.0,1.0,1.0
loso_top5,random,adult,hgb,lime,3,0.5186813186813186,0.4,0.4
loso_top5,permuted,adult,hgb,lime,3,0.6866666666666665,0.6,0.6
loso_top5,constant,adult,hgb,lime,3,0.35714285714285715,0.2,0.2
loso_top5,oracle,adult,hgb,lime,3,1.0,1.0,1.0
positional,real,adult,hgb,lime,4,0.5038095238095237,0.2,0.2
positional,random,adult,hgb,lime,4,0.5797979797979798,0.4,0.4
positional,permuted,adult,hgb,lime,4,0.37976190476190474,0.4,0.4
positional,constant,adult,hgb,lime,4,0.35714285714285715,1.0,1.0
positional,oracle,adult,hgb,lime,4,1.0,1.0,1.0
random,real,adult,hgb,lime,4,0.6745421245421246,0.6,0.6
random,random,adult,hgb,lime,4,0.30924630924630925,0.2,0.2
random,permuted,adult,hgb,lime,4,0.48525641025641025,0.2,0.2
random,constant,adult,hgb,lime,4,0.35714285714285715,0.4,0.4
random,oracle,adult,hgb,lime,4,1.0,1.0,1.0
self_top5,real,adult,hgb,lime,4,1.0,1.0,1.0
self_top5,random,adult,hgb,lime,4,0.46869796869796865,0.4,0.4
self_top5,permuted,adult,hgb,lime,4,0.5246031746031745,0.2,0.2
self_top5,constant,adult,hgb,lime,4,0.35714285714285715,0.2,0.2
self_top5,oracle,adult,hgb,lime,4,1.0,1.0,1.0
loso_top5,real,adult,hgb,lime,4,0.9028571428571428,0.8,0.8
loso_top5,random,adult,hgb,lime,4,0.49884559884559876,0.4,0.4
loso_top5,permuted,adult,hgb,lime,4,0.5043650793650793,0.2,0.2
loso_top5,constant,adult,hgb,lime,4,0.35714285714285715,0.4,0.4
loso_top5,oracle,adult,hgb,lime,4,1.0,1.0,1.0
positional,real,adult,mlp,ig,0,0.45201465201465196,0.4,0.4
positional,random,adult,mlp,ig,0,0.31999999999999995,0.2,0.2
positional,permuted,adult,mlp,ig,0,0.2763003663003663,0.0,0.0
positional,constant,adult,mlp,ig,0,0.35714285714285715,1.0,1.0
positional,oracle,adult,mlp,ig,0,1.0,1.0,1.0
random,real,adult,mlp,ig,0,0.4388888888888889,0.4,0.4
random,random,adult,mlp,ig,0,0.6935897435897436,0.6,0.6
random,permuted,adult,mlp,ig,0,0.42329004329004327,0.4,0.4
random,constant,adult,mlp,ig,0,0.35714285714285715,0.2,0.2
random,oracle,adult,mlp,ig,0,1.0,1.0,1.0
self_top5,real,adult,mlp,ig,0,1.0,1.0,1.0
self_top5,random,adult,mlp,ig,0,0.3232034632034632,0.2,0.2
self_top5,permuted,adult,mlp,ig,0,0.6602564102564104,0.6,0.6
self_top5,constant,adult,mlp,ig,0,0.35714285714285715,0.4,0.4
self_top5,oracle,adult,mlp,ig,0,1.0,1.0,1.0
loso_top5,real,adult,mlp,ig,0,1.0,1.0,1.0
loso_top5,random,adult,mlp,ig,0,0.3232034632034632,0.2,0.2
loso_top5,permuted,adult,mlp,ig,0,0.6602564102564104,0.6,0.6
loso_top5,constant,adult,mlp,ig,0,0.35714285714285715,0.4,0.4
loso_top5,oracle,adult,mlp,ig,0,1.0,1.0,1.0
positional,real,adult,mlp,ig,1,0.45201465201465196,0.4,0.4
positional,random,adult,mlp,ig,1,0.6880952380952381,0.6,0.6
positional,permuted,adult,mlp,ig,1,0.3307326007326007,0.2,0.2
positional,constant,adult,mlp,ig,1,0.35714285714285715,1.0,1.0
positional,oracle,adult,mlp,ig,1,1.0,1.0,1.0
random,real,adult,mlp,ig,1,0.45979797979797976,0.4,0.4
random,random,adult,mlp,ig,1,0.277988677988678,0.0,0.0
random,permuted,adult,mlp,ig,1,0.7392857142857143,0.4,0.4
random,constant,adult,mlp,ig,1,0.35714285714285715,0.2,0.2
random,oracle,adult,mlp,ig,1,1.0,1.0,1.0
self_top5,real,adult,mlp,ig,1,1.0,1.0,1.0
self_top5,random,adult,mlp,ig,1,0.3871428571428571,0.4,0.4
self_top5,permuted,adult,mlp,ig,1,0.2833333333333333,0.0,0.0
self_top5,constant,adult,mlp,ig,1,0.35714285714285715,0.4,0.4
self_top5,oracle,adult,mlp,ig,1,1.0,1.0,1.0
loso_top5,real,adult,mlp,ig,1,1.0,1.0,1.0
loso_top5,random,adult,mlp,ig,1,0.3871428571428571,0.4,0.4
loso_top5,permuted,adult,mlp,ig,1,0.2833333333333333,0.0,0.0
loso_top5,constant,adult,mlp,ig,1,0.35714285714285715,0.4,0.4
loso_top5,oracle,adult,mlp,ig,1,1.0,1.0,1.0
positional,real,adult,mlp,ig,2,0.4663003663003663,0.4,0.4
positional,random,adult,mlp,ig,2,0.37963369963369964,0.4,0.4
positional,permuted,adult,mlp,ig,2,0.3048018648018648,0.2,0.2
positional,constant,adult,mlp,ig,2,0.35714285714285715,1.0,1.0
positional,oracle,adult,mlp,ig,2,1.0,1.0,1.0
random,real,adult,mlp,ig,2,0.42460317460317454,0.4,0.4
random,random,adult,mlp,ig,2,0.5051948051948052,0.4,0.4
random,permuted,adult,mlp,ig,2,0.495970695970696,0.4,0.4
random,constant,adult,mlp,ig,2,0.35714285714285715,0.2,0.2
random,oracle,adult,mlp,ig,2,1.0,1.0,1.0
self_top5,real,adult,mlp,ig,2,1.0,1.0,1.0
self_top5,random,adult,mlp,ig,2,0.6880952380952381,0.6,0.6
self_top5,permuted,adult,mlp,ig,2,0.42358974358974355,0.4,0.4
self_top5,constant,adult,mlp,ig,2,0.35714285714285715,0.4,0.4
self_top5,oracle,adult,mlp,ig,2,1.0,1.0,1.0
loso_top5,real,adult,mlp,ig,2,1.0,1.0,1.0
loso_top5,random,adult,mlp,ig,2,0.6880952380952381,0.6,0.6
loso_top5,permuted,adult,mlp,ig,2,0.42358974358974355,0.4,0.4
loso_top5,constant,adult,mlp,ig,2,0.35714285714285715,0.4,0.4
loso_top5,oracle,adult,mlp,ig,2,1.0,1.0,1.0
positional,real,adult,mlp,ig,3,0.3853479853479853,0.4,0.4
positional,random,adult,mlp,ig,3,0.4375757575757575,0.4,0.4
positional,permuted,adult,mlp,ig,3,0.4501098901098901,0.2,0.2
positional,constant,adult,mlp,ig,3,0.35714285714285715,1.0,1.0
positional,oracle,adult,mlp,ig,3,1.0,1.0,1.0
random,real,adult,mlp,ig,3,0.41888888888888887,0.4,0.4
random,random,adult,mlp,ig,3,0.4353174603174603,0.4,0.4
random,permuted,adult,mlp,ig,3,0.4241558441558442,0.4,0.4
random,constant,adult,mlp,ig,3,0.35714285714285715,0.2,0.2
random,oracle,adult,mlp,ig,3,1.0,1.0,1.0
self_top5,real,adult,mlp,ig,3,1.0,1.0,1.0
self_top5,random,adult,mlp,ig,3,0.3955122655122655,0.4,0.4
self_top5,permuted,adult,mlp,ig,3,0.26565656565656565,0.0,0.0
self_top5,constant,adult,mlp,ig,3,0.35714285714285715,0.4,0.4
self_top5,oracle,adult,mlp,ig,3,1.0,1.0,1.0
loso_top5,real,adult,mlp,ig,3,1.0,1.0,1.0
loso_top5,random,adult,mlp,ig,3,0.3955122655122655,0.4,0.4
loso_top5,permuted,adult,mlp,ig,3,0.26565656565656565,0.0,0.0
loso_top5,constant,adult,mlp,ig,3,0.35714285714285715,0.4,0.4
loso_top5,oracle,adult,mlp,ig,3,1.0,1.0,1.0
positional,real,adult,mlp,ig,4,0.4663003663003663,0.4,0.4
positional,random,adult,mlp,ig,4,0.33246031746031746,0.2,0.2
positional,permuted,adult,mlp,ig,4,0.4434920634920635,0.4,0.4
positional,constant,adult,mlp,ig,4,0.35714285714285715,1.0,1.0
positional,oracle,adult,mlp,ig,4,1.0,1.0,1.0
random,real,adult,mlp,ig,4,0.4084415584415584,0.4,0.4
random,random,adult,mlp,ig,4,0.5759706959706961,0.4,0.4
random,permuted,adult,mlp,ig,4,0.3486002886002886,0.2,0.2
random,constant,adult,mlp,ig,4,0.35714285714285715,0.2,0.2
random,oracle,adult,mlp,ig,4,1.0,1.0,1.0
self_top5,real,adult,mlp,ig,4,1.0,1.0,1.0
self_top5,random,adult,mlp,ig,4,0.4632034632034632,0.4,0.4
self_top5,permuted,adult,mlp,ig,4,0.5027272727272727,0.4,0.4
self_top5,constant,adult,mlp,ig,4,0.35714285714285715,0.4,0.4
self_top5,oracle,adult,mlp,ig,4,1.0,1.0,1.0
loso_top5,real,adult,mlp,ig,4,1.0,1.0,1.0
loso_top5,random,adult,mlp,ig,4,0.4632034632034632,0.4,0.4
loso_top5,permuted,adult,mlp,ig,4,0.5027272727272727,0.4,0.4
loso_top5,constant,adult,mlp,ig,4,0.35714285714285715,0.4,0.4
loso_top5,oracle,adult,mlp,ig,4,1.0,1.0,1.0
positional,real,adult,mlp,lime,0,0.46129870129870126,0.2,0.2
positional,random,adult,mlp,lime,0,0.2947619047619048,0.2,0.2
positional,permuted,adult,mlp,lime,0,0.3271717171717171,0.2,0.2
positional,constant,adult,mlp,lime,0,0.35714285714285715,1.0,1.0
positional,oracle,adult,mlp,lime,0,1.0,1.0,1.0
random,real,adult,mlp,lime,0,0.3638888888888889,0.2,0.2
random,random,adult,mlp,lime,0,0.6709090909090909,0.4,0.4
random,permuted,adult,mlp,lime,0,0.5302564102564102,0.6,0.6
random,constant,adult,mlp,lime,0,0.35714285714285715,0.0,0.0
random,oracle,adult,mlp,lime,0,1.0,1.0,1.0
self_top5,real,adult,mlp,lime,0,1.0,1.0,1.0
self_top5,random,adult,mlp,lime,0,0.5186813186813186,0.4,0.4
self_top5,permuted,adult,mlp,lime,0,0.5126984126984127,0.2,0.2
self_top5,constant,adult,mlp,lime,0,0.35714285714285715,0.2,0.2
self_top5,oracle,adult,mlp,lime,0,1.0,1.0,1.0
loso_top5,real,adult,mlp,lime,0,1.0,1.0,1.0
loso_top5,random,adult,mlp,lime,0,0.5186813186813186,0.4,0.4
loso_top5,permuted,adult,mlp,lime,0,0.5126984126984127,0.2,0.2
loso_top5,constant,adult,mlp,lime,0,0.35714285714285715,0.2,0.2
loso_top5,oracle,adult,mlp,lime,0,1.0,1.0,1.0
positional,real,adult,mlp,lime,1,0.4552380952380953,0.2,0.2
positional,random,adult,mlp,lime,1,0.5374891774891775,0.4,0.4
positional,permuted,adult,mlp,lime,1,0.3133333333333333,0.0,0.0
positional,constant,adult,mlp,lime,1,0.35714285714285715,1.0,1.0
positional,oracle,adult,mlp,lime,1,1.0,1.0,1.0
random,real,adult,mlp,lime,1,0.3614646464646465,0.2,0.2
random,random,adult,mlp,lime,1,0.4272222222222223,0.4,0.4
random,permuted,adult,mlp,lime,1,0.6696503496503496,0.6,0.6
random,constant,adult,mlp,lime,1,0.35714285714285715,0.0,0.0
random,oracle,adult,mlp,lime,1,1.0,1.0,1.0
self_top5,real,adult,mlp,lime,1,1.0,1.0,1.0
self_top5,random,adult,mlp,lime,1,0.6302564102564103,0.6,0.6
self_top5,permuted,adult,mlp,lime,1,0.512063492063492,0.6,0.6
self_top5,constant,adult,mlp,lime,1,0.35714285714285715,0.2,0.2
self_top5,oracle,adult,mlp,lime,1,1.0,1.0,1.0
loso_top5,real,adult,mlp,lime,1,1.0,1.0,1.0
loso_top5,random,adult,mlp,lime,1,0.6302564102564103,0.6,0.6
loso_top5,permuted,adult,mlp,lime,1,0.512063492063492,0.6,0.6
loso_top5,constant,adult,mlp,lime,1,0.35714285714285715,0.2,0.2
loso_top5,oracle,adult,mlp,lime,1,1.0,1.0,1.0
positional,real,adult,mlp,lime,2,0.4797619047619048,0.2,0.2
positional,random,adult,mlp,lime,2,0.3163003663003663,0.2,0.2
positional,permuted,adult,mlp,lime,2,0.7,0.6,0.6
positional,constant,adult,mlp,lime,2,0.35714285714285715,1.0,1.0
positional,oracle,adult,mlp,lime,2,1.0,1.0,1.0
random,real,adult,mlp,lime,2,0.3447186147186147,0.2,0.2
random,random,adult,mlp,lime,2,0.3161471861471861,0.0,0.0
random,permuted,adult,mlp,lime,2,0.2886002886002886,0.2,0.2
random,constant,adult,mlp,lime,2,0.35714285714285715,0.0,0.0
random,oracle,adult,mlp,lime,2,1.0,1.0,1.0
self_top5,real,adult,mlp,lime,2,1.0,1.0,1.0
self_top5,random,adult,mlp,lime,2,0.7214285714285713,0.6,0.6
self_top5,permuted,adult,mlp,lime,2,0.3646214896214896,0.2,0.2
self_top5,constant,adult,mlp,lime,2,0.35714285714285715,0.2,0.2
self_top5,oracle,adult,mlp,lime,2,1.0,1.0,1.0
loso_top5,real,adult,mlp,lime,2,1.0,1.0,1.0
loso_top5,random,adult,mlp,lime,2,0.7214285714285713,0.6,0.6
loso_top5,permuted,adult,mlp,lime,2,0.3646214896214896,0.2,0.2
loso_top5,constant,adult,mlp,lime,2,0.35714285714285715,0.2,0.2
loso_top5,oracle,adult,mlp,lime,2,1.0,1.0,1.0
positional,real,adult,mlp,lime,3,0.4708225108225108,0.2,0.2
positional,random,adult,mlp,lime,3,0.7388888888888889,0.6,0.6
positional,permuted,adult,mlp,lime,3,0.6108225108225108,0.4,0.4
positional,constant,adult,mlp,lime,3,0.35714285714285715,1.0,1.0
positional,oracle,adult,mlp,lime,3,1.0,1.0,1.0
random,real,adult,mlp,lime,3,0.3443650793650793,0.2,0.2
random,random,adult,mlp,lime,3,0.32820346320346316,0.2,0.2
random,permuted,adult,mlp,lime,3,0.4276190476190476,0.4,0.4
random,constant,adult,mlp,lime,3,0.35714285714285715,0.0,0.0
