ds,model,method,inst,conf,instab_seed,top5_seed
ccdefault,logreg,lime,76,0.8210245955011481,0.15498145818490827,0.5599999999999999
ccdefault,logreg,lime,77,0.7953183078575257,0.30224205966675477,0.5599999999999999
ccdefault,logreg,lime,78,0.8480233475095262,0.04458813280190854,0.6799999999999999
ccdefault,logreg,lime,79,0.8339899653417229,0.04395147828879631,0.86
ccdefault,logreg,lime,80,0.5230967307691883,0.022075498448847375,0.7
ccdefault,logreg,lime,81,0.5564567581762414,0.02074204254175671,0.7399999999999999
ccdefault,logreg,lime,82,0.596816799796175,0.029685319743934402,0.6399999999999999
ccdefault,logreg,lime,83,0.8093774007718773,0.3657010599217271,0.4600000000000001
ccdefault,logreg,lime,84,0.5212996495793842,0.017735702511388007,0.6599999999999999
ccdefault,logreg,lime,85,0.625723698742036,0.04003250456268714,0.54
ccdefault,logreg,lime,86,0.7512585519566322,0.2844793434880575,0.45999999999999996
ccdefault,logreg,lime,87,0.5478726279706501,0.014097239893328783,0.7999999999999999
ccdefault,logreg,lime,88,0.7784888768806786,0.597423374180705,0.38
ccdefault,logreg,lime,89,0.9420941181848368,0.03923817951693831,0.7599999999999999
ccdefault,logreg,lime,90,0.7471291820718332,0.2760996385363672,0.5000000000000001
ccdefault,logreg,lime,91,0.5266483533322359,0.015005418541679694,0.8799999999999999
ccdefault,logreg,lime,92,0.9171708139299828,0.027416369487789582,0.5399999999999999
ccdefault,logreg,lime,93,0.5454254826524407,0.022020847400206378,0.6
ccdefault,logreg,lime,94,0.7516870188177509,0.043271229858404814,0.6199999999999999
ccdefault,logreg,lime,95,0.769957969873636,0.24894291742214036,0.6799999999999999
ccdefault,logreg,lime,96,0.7508600704134929,0.26560905150340375,0.5799999999999998
ccdefault,logreg,lime,97,0.881015771254811,0.05092836540856782,0.5800000000000001
ccdefault,logreg,lime,98,0.8994860617850172,0.04777764140700835,0.76
ccdefault,logreg,lime,99,0.7878581706856296,0.29573274837422414,0.58
ccdefault,rf,treeshap,0,0.5923752721907449,0.004339443769099782,0.82
ccdefault,rf,treeshap,1,0.7688164788452151,0.00793839439645705,0.86
ccdefault,rf,treeshap,2,0.5460908804600247,0.011885024245322007,1.0
ccdefault,rf,treeshap,3,0.8774402086302395,0.020043810892162006,1.0
ccdefault,rf,treeshap,4,0.850819195734904,0.010574858065121928,0.8800000000000001
ccdefault,rf,treeshap,5,0.8096500979199753,0.04173223105029733,0.74
ccdefault,rf,treeshap,6,0.9565038240924281,0.007749102742320324,1.0
ccdefault,rf,treeshap,7,0.5235379514128262,0.015941487208354532,0.86
ccdefault,rf,treeshap,8,0.8810599880434717,0.011992261497147494,1.0
ccdefault,rf,treeshap,9,0.698796771111027,0.004012763788559304,1.0
ccdefault,rf,treeshap,10,0.8414763004029094,0.015622026752184381,0.9200000000000002
ccdefault,rf,treeshap,11,0.6947990628454729,0.02723651842890562,1.0
ccdefault,rf,treeshap,12,0.549961783432438,0.01186263752067196,0.86
ccdefault,rf,treeshap,13,0.8068293401793529,0.00931535722688781,0.8799999999999999
ccdefault,rf,treeshap,14,0.8956409071561866,0.027240091960380353,0.8800000000000001
ccdefault,rf,treeshap,15,0.7125686216124477,0.008302594738381353,0.86
ccdefault,rf,treeshap,16,0.9056699122621698,0.013862292851188895,0.9199999999999999
ccdefault,rf,treeshap,17,0.8598112612080329,0.016459889316522536,0.82
ccdefault,rf,treeshap,18,0.7673473080692023,0.04355977818888557,0.8399999999999999
ccdefault,rf,treeshap,19,0.773170810662695,0.034505591259837765,0.8800000000000001
ccdefault,rf,treeshap,20,0.795829008480031,0.031697454067102115,0.86
ccdefault,rf,treeshap,21,0.8536220360398087,0.009150973294118514,0.82
ccdefault,rf,treeshap,22,0.7710175257087408,0.03217497437404959,1.0
ccdefault,rf,treeshap,23,0.8551427918534346,0.014247026427245957,0.86
ccdefault,rf,treeshap,24,0.7880174574439073,0.01445992835018417,0.8800000000000001
ccdefault,rf,treeshap,25,0.8713123237010295,0.018620270465687816,0.86
ccdefault,rf,treeshap,26,0.5319607066424697,0.0013923096678236657,0.6599999999999999
ccdefault,rf,treeshap,27,0.8187228327522226,0.026707038489132584,0.9199999999999999
ccdefault,rf,treeshap,28,0.565142412814978,0.007484517481064712,0.9199999999999999
ccdefault,rf,treeshap,29,0.9119238330526056,0.01969569326598286,0.8800000000000001
ccdefault,rf,treeshap,30,0.91661734434566,0.010998188079255122,0.9200000000000002
ccdefault,rf,treeshap,31,0.8720671831161256,0.02528735895515022,1.0
ccdefault,rf,treeshap,32,0.8515107173326066,0.022628449552450136,0.7999999999999999
ccdefault,rf,treeshap,33,0.7594808913053771,0.07547921800093016,0.6199999999999999
ccdefault,rf,treeshap,34,0.9624474207854667,0.008284138388412798,1.0
ccdefault,rf,treeshap,35,0.9296163076484923,0.012209905134660248,0.9200000000000002
ccdefault,rf,treeshap,36,0.6901863220774236,0.013224901630550234,0.8400000000000001
ccdefault,rf,treeshap,37,0.9375116590271446,0.012092848079596763,1.0
ccdefault,rf,treeshap,38,0.9307194053635823,0.010258566276063474,0.9199999999999999
ccdefault,rf,treeshap,39,0.9273170963949153,0.008697504622854124,0.8800000000000001
ccdefault,rf,treeshap,40,0.9006157710812113,0.025151412278330065,0.86
ccdefault,rf,treeshap,41,0.8539193940637612,0.01526743420676302,0.9199999999999999
ccdefault,rf,treeshap,42,0.7669234578157795,0.024077612383232805,0.86
ccdefault,rf,treeshap,43,0.8271772504892247,0.019576319143209786,0.86
ccdefault,rf,treeshap,44,0.946310629544658,0.010678311560299192,0.86
ccdefault,rf,treeshap,45,0.8662043759801259,0.021223413487605258,0.9200000000000002
ccdefault,rf,treeshap,46,0.9081427021976539,0.01352880169199544,0.7999999999999999
ccdefault,rf,treeshap,47,0.8622310722897671,0.023534623094895957,0.8400000000000001
ccdefault,rf,treeshap,48,0.8463815034933884,0.040964995108672575,0.6399999999999999
ccdefault,rf,treeshap,49,0.6596060654762116,0.02427934452563496,0.86
ccdefault,rf,treeshap,50,0.9607481625314499,0.00904090685025738,0.9199999999999999
ccdefault,rf,treeshap,51,0.5147632270042724,0.0009836261517049971,0.7799999999999999
ccdefault,rf,treeshap,52,0.5404487961224492,0.010563708909702485,1.0
ccdefault,rf,treeshap,53,0.8957783443113481,0.016978997183471733,0.8800000000000001
ccdefault,rf,treeshap,54,0.8456354999322706,0.021128055319532435,0.74
ccdefault,rf,treeshap,55,0.8946406003211219,0.01881283158276348,0.86
ccdefault,rf,treeshap,56,0.9522446450339046,0.007516548426918179,0.8399999999999999
ccdefault,rf,treeshap,57,0.9236922322156949,0.015292276858663634,0.9200000000000002
ccdefault,rf,treeshap,58,0.8157377852259824,0.033119063093746126,0.78
ccdefault,rf,treeshap,59,0.8633950227462547,0.012110500792134493,0.86
ccdefault,rf,treeshap,60,0.7923071807694921,0.010111917650035829,0.8399999999999999
ccdefault,rf,treeshap,61,0.7890485012117943,0.06400934308418638,1.0
ccdefault,rf,treeshap,62,0.5913816929668114,0.0083188384280245,0.8400000000000001
ccdefault,rf,treeshap,63,0.931116991142401,0.014006074184965245,0.8799999999999999
ccdefault,rf,treeshap,64,0.8649357900494561,0.038386612171308676,0.9200000000000002
ccdefault,rf,treeshap,65,0.8643616936521672,0.014829927521519237,0.82
ccdefault,rf,treeshap,66,0.8001391206884282,0.01270846550036031,0.9199999999999999
ccdefault,rf,treeshap,67,0.7255297411350942,0.01227564493955735,0.8799999999999999
ccdefault,rf,treeshap,68,0.6060346377336285,0.015497750455507942,0.9200000000000002
ccdefault,rf,treeshap,69,0.8201042191912808,0.024675438042989106,0.6599999999999999
ccdefault,rf,treeshap,70,0.850603754582328,0.03462395000874108,0.86
ccdefault,rf,treeshap,71,0.8514228147311325,0.023401678681219673,1.0
ccdefault,rf,treeshap,72,0.73511743107504,0.014603035174804213,1.0
ccdefault,rf,treeshap,73,0.8666678639214025,0.026293649563068677,0.8800000000000001
ccdefault,rf,treeshap,74,0.8974215197066782,0.01791595361364262,0.82
ccdefault,rf,treeshap,75,0.8828829013911452,0.012015890450282618,0.7599999999999999
ccdefault,rf,treeshap,76,0.8486119979614795,0.013588304495977033,0.8800000000000001
ccdefault,rf,treeshap,77,0.8891172300626383,0.01796506512271545,0.7999999999999999
ccdefault,rf,treeshap,78,0.7028295508812913,0.007981821589740812,0.9199999999999999
ccdefault,rf,treeshap,79,0.7757868860002775,0.025417924889751697,0.9199999999999999
ccdefault,rf,treeshap,80,0.507415494738053,0.009822600777484647,1.0
ccdefault,rf,treeshap,81,0.7331932923926484,0.0025937338969990176,0.82
ccdefault,rf,treeshap,82,0.6800041060972365,0.015826505717689843,0.8400000000000001
ccdefault,rf,treeshap,83,0.8458998117143063,0.01780243777186885,0.82
ccdefault,rf,treeshap,84,0.5765674544179656,0.011520720933883899,1.0
ccdefault,rf,treeshap,85,0.7322071395299969,0.0048931502013944694,0.8400000000000001
ccdefault,rf,treeshap,86,0.7623419704686579,0.01564426098576832,0.9199999999999999
ccdefault,rf,treeshap,87,0.5396496650087954,0.009346033619983318,0.82
ccdefault,rf,treeshap,88,0.9138289113541551,0.009336948877490037,0.86
ccdefault,rf,treeshap,89,0.8339211593310847,0.029679933529129565,0.7999999999999999
ccdefault,rf,treeshap,90,0.8622209011539619,0.012390686717483113,0.86
ccdefault,rf,treeshap,91,0.5337340809317015,0.0016261813322249186,0.6799999999999999
ccdefault,rf,treeshap,92,0.5424883745319226,0.005859152493895459,0.9199999999999999
ccdefault,rf,treeshap,93,0.5745217929368674,0.013073800550579717,0.9199999999999999
ccdefault,rf,treeshap,94,0.5515908684990253,0.006228299611205856,0.9199999999999999
ccdefault,rf,treeshap,95,0.9092797304545993,0.012891655466758856,0.8399999999999999
ccdefault,rf,treeshap,96,0.8509903815180101,0.012220696155672228,0.82
ccdefault,rf,treeshap,97,0.8507850240593264,0.0237466436027024,0.9199999999999999
ccdefault,rf,treeshap,98,0.8982753123787308,0.02435034129545066,0.9199999999999999
ccdefault,rf,treeshap,99,0.7783378819151472,0.011642991131062708,0.8400000000000001
ccdefault,rf,treeshap,100,0.833320901699311,0.011994014587291546,0.8399999999999999
ccdefault,rf,treeshap,101,0.6511446642670724,0.005193335754973605,1.0
ccdefault,rf,treeshap,102,0.8197431282898542,0.05191047765425161,0.6
ccdefault,rf,treeshap,103,0.5226414925641538,0.0014462773174311883,0.7599999999999999
ccdefault,rf,treeshap,104,0.6188961396140054,0.004157360320345305,1.0
ccdefault,rf,treeshap,105,0.8444716306665573,0.02065059773088096,0.82
ccdefault,rf,treeshap,106,0.89485988762604,0.01480122815285212,0.8400000000000001
ccdefault,rf,treeshap,107,0.911082970931448,0.042909101314608455,0.8399999999999999
ccdefault,rf,treeshap,108,0.7739857176273693,0.061535316534426676,0.7799999999999999
ccdefault,rf,treeshap,109,0.6774547397588724,0.016671135376763124,1.0
ccdefault,rf,treeshap,110,0.932551705594847,0.01768994488448339,0.74
ccdefault,rf,treeshap,111,0.9474013893623814,0.01254719737997867,0.76
ccdefault,rf,treeshap,112,0.5757259504979013,0.016970837406516837,0.9200000000000002
ccdefault,rf,treeshap,113,0.9503970729457875,0.011615166347016648,0.8799999999999999
ccdefault,rf,treeshap,114,0.8730624745691269,0.01671666706304431,1.0
ccdefault,rf,treeshap,115,0.7396958739387356,0.013791902293392888,1.0
ccdefault,rf,treeshap,116,0.8669448166648216,0.03327462448155427,0.8799999999999999
ccdefault,rf,treeshap,117,0.9107978695141185,0.01419507684466148,1.0
ccdefault,rf,treeshap,118,0.9496912794403942,0.009388550609548019,0.72
ccdefault,rf,treeshap,119,0.8632260796879722,0.029342043214571234,0.7999999999999999
ccdefault,rf,treeshap,120,0.9123544342357555,0.01990317883205306,0.7999999999999999
ccdefault,rf,treeshap,121,0.7259882901662038,0.018051730771907026,0.86
ccdefault,rf,treeshap,122,0.9343073531184037,0.015483427824053209,0.8400000000000001
ccdefault,rf,treeshap,123,0.791828361340139,0.02928011654986773,0.76
ccdefault,rf,treeshap,124,0.5466775287174306,0.008652642865120574,0.9200000000000002
ccdefault,rf,treeshap,125,0.7139136181298463,0.027651896208700344,0.8400000000000001
ccdefault,rf,treeshap,126,0.8339044136711842,0.055485755034000106,0.7399999999999999
ccdefault,rf,treeshap,127,0.6407350628851038,0.019240010456566425,0.86
ccdefault,rf,treeshap,128,0.8178813963006913,0.0398069838831161,0.9200000000000002
ccdefault,rf,treeshap,129,0.876058240729094,0.02488329712056514,0.8400000000000001
ccdefault,rf,treeshap,130,0.8442709186352009,0.010809523029814194,0.9200000000000002
ccdefault,rf,treeshap,131,0.856025279492424,0.010019622152538155,0.8399999999999999
ccdefault,rf,treeshap,132,0.9294861452182633,0.011971853014109413,0.82
ccdefault,rf,treeshap,133,0.8780600688613927,0.008915624995213589,1.0
ccdefault,rf,treeshap,134,0.5197929180017595,0.0033227895322266443,0.6799999999999999
ccdefault,rf,treeshap,135,0.8565366812344137,0.01240455617627878,0.9199999999999999
ccdefault,rf,treeshap,136,0.7641081411633208,0.014592460563150667,1.0
ccdefault,rf,treeshap,137,0.6709262394808263,0.003903458531114623,0.8799999999999999
ccdefault,rf,treeshap,138,0.8601288221075066,0.020262482314858055,0.82
ccdefault,rf,treeshap,139,0.6467019412587898,0.0036944988274827395,0.8400000000000001
ccdefault,rf,treeshap,140,0.6531003339560588,0.003931967459623542,0.8400000000000001
ccdefault,rf,treeshap,141,0.8863997707109613,0.013721397298221638,1.0
ccdefault,rf,treeshap,142,0.8528305459572278,0.026394532639220314,0.8799999999999999
ccdefault,rf,treeshap,143,0.9325059016386186,0.008412629999894228,0.9199999999999999
ccdefault,rf,treeshap,144,0.9242607908379583,0.011820689415169006,0.8400000000000001
ccdefault,rf,treeshap,145,0.7969051851447434,0.051520664343319034,0.7799999999999999
ccdefault,rf,treeshap,146,0.6169038731527646,0.012232697418662397,0.9200000000000002
ccdefault,rf,treeshap,147,0.849727733068328,0.0118783030966354,0.8800000000000001
ccdefault,rf,treeshap,148,0.8282990414924314,0.07870244427856288,1.0
ccdefault,rf,treeshap,149,0.9337115768728979,0.01424502418522855,0.7999999999999999
ccdefault,rf,treeshap,150,0.9140916382603527,0.025768785471477984,0.9199999999999999
ccdefault,rf,treeshap,151,0.712088165620829,0.005288143881590379,0.8799999999999999
ccdefault,rf,treeshap,152,0.8756729290809011,0.013333402278261297,0.7399999999999999
ccdefault,rf,treeshap,153,0.935113639030539,0.01344955318936214,0.86
ccdefault,rf,treeshap,154,0.7622387799598718,0.029048630445908552,0.86
ccdefault,rf,treeshap,155,0.8612569167560743,0.015208340120630437,0.9199999999999999
ccdefault,rf,treeshap,156,0.8493264978795482,0.04058912798785941,0.8400000000000001
ccdefault,rf,treeshap,157,0.8170905062246329,0.012387119593127771,0.9200000000000002
ccdefault,rf,treeshap,158,0.7955625959922499,0.01932945824794885,1.0
ccdefault,rf,treeshap,159,0.8297060331175954,0.02012776824606688,0.8400000000000001
ccdefault,rf,treeshap,160,0.9195714535527676,0.016072268825673475,1.0
ccdefault,rf,treeshap,161,0.6995615061634572,0.00350196524495594,0.86
ccdefault,rf,treeshap,162,0.9445907098399331,0.00960358366192704,0.8400000000000001
ccdefault,rf,treeshap,163,0.5272680016708009,0.012158571069109447,0.82
ccdefault,rf,treeshap,164,0.5616348418314286,0.009423984648113004,0.86
ccdefault,rf,treeshap,165,0.8747045083986142,0.013109477505996336,0.7599999999999999
ccdefault,rf,treeshap,166,0.9050581881958559,0.015576335166850641,0.86
ccdefault,rf,treeshap,167,0.742740905027306,0.029914802275625596,0.8800000000000001
ccdefault,rf,treeshap,168,0.8205164562271628,0.014387939315166909,0.9199999999999999
ccdefault,rf,treeshap,169,0.5904540369780077,0.008768769621180561,1.0
ccdefault,rf,treeshap,170,0.8686992354486766,0.02353856579610092,0.82
ccdefault,rf,treeshap,171,0.8747750077288456,0.046183517046013756,0.72
ccdefault,rf,treeshap,172,0.9088037617084884,0.013225473020206935,0.9199999999999999
ccdefault,rf,treeshap,173,0.8800938672722939,0.023325848213124223,0.8799999999999999
ccdefault,rf,treeshap,174,0.9233059485966784,0.015126937906405957,0.8799999999999999
ccdefault,rf,treeshap,175,0.6923864001989288,0.01796738822485633,1.0
ccdefault,rf,treeshap,176,0.8603310790667251,0.01813460882603901,0.8399999999999999
ccdefault,rf,treeshap,177,0.8935162783666998,0.025959653103561187,0.7999999999999999
ccdefault,rf,treeshap,178,0.8094446481212216,0.017358434597843697,0.7999999999999999
ccdefault,rf,treeshap,179,0.9113371750472423,0.022297453820224633,0.86
ccdefault,rf,treeshap,180,0.9158787811662512,0.01832719535596561,0.8400000000000001
ccdefault,rf,treeshap,181,0.7976380789878362,0.025996191184777806,0.72
ccdefault,rf,treeshap,182,0.8175350823146929,0.0216270101362811,0.8400000000000001
ccdefault,rf,treeshap,183,0.8622899906875388,0.010142157277326369,0.82
ccdefault,rf,treeshap,184,0.6617227963058905,0.027727913326120457,1.0
ccdefault,rf,treeshap,185,0.9192140256563329,0.017321690627269404,1.0
ccdefault,rf,treeshap,186,0.905386173062098,0.025033707195572297,0.86
ccdefault,rf,treeshap,187,0.8532650153679265,0.022508780876357548,0.82
ccdefault,rf,treeshap,188,0.8956340585953599,0.02037993958164175,0.7999999999999999
ccdefault,rf,treeshap,189,0.9503771864860795,0.00992649472379592,0.9199999999999999
ccdefault,rf,treeshap,190,0.8799399395371766,0.012670497790539081,0.9199999999999999
ccdefault,rf,treeshap,191,0.5201925829491251,0.009729540055688046,1.0
ccdefault,rf,treeshap,192,0.8268303512877837,0.014079453609104009,0.82
ccdefault,rf,treeshap,193,0.8519531973041273,0.01927983888524276,0.8400000000000001
ccdefault,rf,treeshap,194,0.8575652615992958,0.011851444045688608,0.8400000000000001
ccdefault,rf,treeshap,195,0.9150109369927366,0.017440168128500133,0.86
ccdefault,rf,treeshap,196,0.6392960857721237,0.004549188498107148,0.86
ccdefault,rf,treeshap,197,0.513819746263877,0.011183657555427828,0.8799999999999999
ccdefault,rf,treeshap,198,0.7491050188796687,0.012560376640258553,1.0
ccdefault,rf,treeshap,199,0.8658020760650869,0.03386942600112197,0.82
ccdefault,rf,treeshap,200,0.7796482345204991,0.01660014546932831,1.0
ccdefault,rf,treeshap,201,0.9378863683622317,0.010715250214879957,0.82
ccdefault,rf,treeshap,202,0.9212975928499688,0.02060407822762511,0.8799999999999999
ccdefault,rf,treeshap,203,0.9126799419619264,0.019233157033455073,0.9199999999999999
ccdefault,rf,treeshap,204,0.9232928361367077,0.015378047154465113,0.8800000000000001
ccdefault,rf,treeshap,205,0.8869297293200834,0.025464486358965255,0.8799999999999999
ccdefault,rf,treeshap,206,0.8037147595997531,0.016557785709691353,0.86
ccdefault,rf,treeshap,207,0.9225722570625091,0.01994703401832143,0.9199999999999999
ccdefault,rf,treeshap,208,0.8438249716586199,0.015977356358191308,0.8800000000000001
ccdefault,rf,treeshap,209,0.5593913221483787,0.0021591471012186725,0.8
ccdefault,rf,treeshap,210,0.86481663920259,0.01567951445020288,0.8400000000000001
ccdefault,rf,treeshap,211,0.8627768556657245,0.020829588746455685,0.86
ccdefault,rf,treeshap,212,0.7353493284660544,0.010340460015699215,0.9200000000000002
ccdefault,rf,treeshap,213,0.8398252995841521,0.01087282565490677,0.8799999999999999
ccdefault,rf,treeshap,214,0.8629845229212993,0.028310232674568114,0.8800000000000001
ccdefault,rf,treeshap,215,0.8362313275712705,0.020135953476450474,0.8799999999999999
ccdefault,rf,treeshap,216,0.8805148242528442,0.035370090450025815,0.86
ccdefault,rf,treeshap,217,0.9177802521733381,0.017902264807484136,0.9199999999999999
ccdefault,rf,treeshap,218,0.9438615098881014,0.009374981824375461,0.8799999999999999
ccdefault,rf,treeshap,219,0.7521212853781554,0.04430108719617942,0.86
ccdefault,rf,treeshap,220,0.8514030951740221,0.012181642731416198,0.86
ccdefault,rf,treeshap,221,0.9069896542781137,0.019878616496816548,0.7999999999999999
ccdefault,rf,treeshap,222,0.9248873429627716,0.01187308311790447,0.86
ccdefault,rf,treeshap,223,0.666447138836325,0.003797857946788219,0.86
ccdefault,rf,treeshap,224,0.8741825099070523,0.036485589240126126,0.7799999999999999
ccdefault,rf,treeshap,225,0.6195813250083917,0.004331724918734237,0.8799999999999999
ccdefault,rf,treeshap,226,0.8643985556539416,0.014371971180589305,0.76
ccdefault,rf,treeshap,227,0.8646421681637493,0.02407865862823111,1.0
ccdefault,rf,treeshap,228,0.8345471463351487,0.04405275046382684,0.7999999999999999
ccdefault,rf,treeshap,229,0.763721120518024,0.02934412759695082,1.0
ccdefault,rf,treeshap,230,0.8474399073482051,0.009174355079480945,0.86
ccdefault,rf,treeshap,231,0.7440884806532707,0.00335120165421543,0.8800000000000001
ccdefault,rf,treeshap,232,0.8594020423311713,0.02847662046798971,0.7999999999999999
ccdefault,rf,treeshap,233,0.8647843104697245,0.021471911454415626,0.86
ccdefault,rf,treeshap,234,0.851873414345375,0.023293595027434222,0.8800000000000001
ccdefault,rf,treeshap,235,0.9531852491744456,0.01229936977223256,0.86
ccdefault,rf,treeshap,236,0.7371832549122551,0.002842041156593922,1.0
ccdefault,rf,treeshap,237,0.6193202708851248,0.013348334711184351,0.86
ccdefault,rf,treeshap,238,0.9083626011331454,0.014524086085104804,0.8800000000000001
ccdefault,rf,treeshap,239,0.8669914994827046,0.02009680878700526,0.7599999999999999
ccdefault,rf,treeshap,240,0.7274199797751577,0.025197971993010326,0.8400000000000001
ccdefault,rf,treeshap,241,0.7500413579035689,0.0425121579267842,0.74
ccdefault,rf,treeshap,242,0.9193435459464248,0.025162381233786668,0.9199999999999999
ccdefault,rf,treeshap,243,0.953748345310383,0.009059211695126579,0.86
ccdefault,rf,treeshap,244,0.9070444893100355,0.01115451401893175,0.82
ccdefault,rf,treeshap,245,0.912982149618454,0.013091167902941736,0.8799999999999999
ccdefault,rf,treeshap,246,0.9172587353149767,0.01587046162139294,0.7599999999999999
ccdefault,rf,treeshap,247,0.6674169054628953,0.004368981040568043,0.8800000000000001
ccdefault,rf,treeshap,248,0.9136641658324182,0.028261679209134583,0.7399999999999999
ccdefault,rf,treeshap,249,0.8782984458229202,0.025799695908953924,0.8800000000000001
ccdefault,rf,treeshap,250,0.8016589111896748,0.012957562560997338,0.7599999999999999
ccdefault,rf,treeshap,251,0.8947911966767912,0.010919015363603513,0.9199999999999999
ccdefault,rf,treeshap,252,0.8204204897562046,0.009761946351755535,0.82
ccdefault,rf,treeshap,253,0.8738798269921515,0.028080109991880264,0.8400000000000001
ccdefault,rf,treeshap,254,0.5201895182551148,0.016970970285780984,0.9199999999999999
ccdefault,rf,treeshap,255,0.8421270630423485,0.016343780980449196,1.0
ccdefault,rf,treeshap,256,0.6898717503457489,0.030239313832826964,1.0
ccdefault,rf,treeshap,257,0.9196199674603287,0.009906006654356703,0.9199999999999999
ccdefault,rf,treeshap,258,0.8476713001749075,0.010173456822196392,0.9199999999999999
ccdefault,rf,treeshap,259,0.9460666589921469,0.009055977202041321,0.8400000000000001
ccdefault,rf,treeshap,260,0.8253661747189691,0.016503812909750337,0.86
ccdefault,rf,treeshap,261,0.8556159118326925,0.018368373513848346,0.82
ccdefault,rf,treeshap,262,0.8260659323577573,0.01620661637141685,0.86
ccdefault,rf,treeshap,263,0.756024373665342,0.012110442287678325,0.86
ccdefault,rf,treeshap,264,0.8581871182388845,0.013694281140901987,0.9199999999999999
ccdefault,rf,treeshap,265,0.6323174664186813,0.0051962527306732564,1.0
ccdefault,rf,treeshap,266,0.9304451841700313,0.015211825185820205,1.0
ccdefault,rf,treeshap,267,0.5542809262346726,0.008759851138010255,0.9199999999999999
ccdefault,rf,treeshap,268,0.6158744940517611,0.026348558474583506,0.76
ccdefault,rf,treeshap,269,0.9239765897608759,0.014388973167040242,0.72
ccdefault,rf,treeshap,270,0.813097746062159,0.014711727097907024,1.0
ccdefault,rf,treeshap,271,0.736104132366808,0.06324997490565176,0.7999999999999999
ccdefault,rf,treeshap,272,0.8459756246422072,0.02522039928498787,1.0
ccdefault,rf,treeshap,273,0.6470365594781241,0.01412557873154141,0.86
ccdefault,rf,treeshap,274,0.9235184094717518,0.0146086223909494,1.0
ccdefault,rf,treeshap,275,0.9507598461979381,0.008224376062130667,1.0
ccdefault,rf,treeshap,276,0.8571264061342617,0.020714577373415644,0.9199999999999999
ccdefault,rf,treeshap,277,0.9403275053047573,0.012666706573411624,0.8400000000000001
ccdefault,rf,treeshap,278,0.6354956925639711,0.003874827704667183,0.9200000000000002
ccdefault,rf,treeshap,279,0.7733235121870033,0.00385581640379995,1.0
ccdefault,rf,treeshap,280,0.7702924165682346,0.045119155583617454,0.8400000000000001
ccdefault,rf,treeshap,281,0.8864923438752857,0.02523309834015175,1.0
ccdefault,rf,treeshap,282,0.8475972608667328,0.025106864260628248,0.8399999999999999
ccdefault,rf,treeshap,283,0.8270862982724971,0.010578571568249151,0.9199999999999999
ccdefault,rf,treeshap,284,0.8394736660080377,0.026806640233377976,0.86
ccdefault,rf,treeshap,285,0.8686643309165765,0.017961491393404527,0.86
ccdefault,rf,treeshap,286,0.9166383419565168,0.016238824045290756,0.86
ccdefault,rf,treeshap,287,0.9431307425195566,0.011347686844120575,0.9199999999999999
ccdefault,rf,treeshap,288,0.817784723613807,0.013081910190390289,0.82
ccdefault,rf,treeshap,289,0.878124994755564,0.013632142438351869,0.82
ccdefault,rf,treeshap,290,0.9122007473680535,0.011942976043395559,1.0
ccdefault,rf,treeshap,291,0.9266809650675796,0.010754019033867857,0.9199999999999999
ccdefault,rf,treeshap,292,0.8675150636221567,0.019105294584111254,0.7999999999999999
ccdefault,rf,treeshap,293,0.8866143926367787,0.03634290145631325,0.7999999999999999
ccdefault,rf,treeshap,294,0.6033826608107518,0.0011659489561944847,0.72
ccdefault,rf,treeshap,295,0.8825906885203028,0.005591616758137796,0.9199999999999999
ccdefault,rf,treeshap,296,0.9227474105496875,0.018699667001654596,1.0
ccdefault,rf,treeshap,297,0.8939824659525035,0.023848086609985275,0.8800000000000001
ccdefault,rf,treeshap,298,0.763233268083684,0.010964281681805632,0.82
ccdefault,rf,treeshap,299,0.8840894152070998,0.02049963944014921,0.7999999999999999
ccdefault,rf,treeshap,300,0.9341055306438835,0.013563177593824749,0.86
ccdefault,rf,treeshap,301,0.8840991971855197,0.017087836441871396,0.9199999999999999
ccdefault,rf,treeshap,302,0.7279561287742071,0.017123399393293326,0.9199999999999999
ccdefault,rf,treeshap,303,0.9099176473939139,0.00940144344449334,0.7999999999999999
ccdefault,rf,treeshap,304,0.7176166035279469,0.018788914058027295,0.7399999999999999
ccdefault,rf,treeshap,305,0.9438516290786341,0.011240263081352841,0.86
ccdefault,rf,treeshap,306,0.8174853020104056,0.038432642928164285,0.86
ccdefault,rf,treeshap,307,0.8455791530667349,0.026389836800629007,0.8399999999999999
ccdefault,rf,treeshap,308,0.8141385188541393,0.05896369720954764,0.6000000000000001
ccdefault,rf,treeshap,309,0.9144402827163335,0.015692146589622702,0.82
ccdefault,rf,treeshap,310,0.9484894430527968,0.014716547364137966,0.9199999999999999
ccdefault,rf,treeshap,311,0.7961584277724888,0.0469556338461683,0.8399999999999999
ccdefault,rf,treeshap,312,0.7411844184342022,0.02458136312681225,0.9199999999999999
ccdefault,rf,treeshap,313,0.6488819111792881,0.02171744291834643,1.0
ccdefault,rf,treeshap,314,0.8602233736518434,0.01396745274508393,0.9200000000000002
ccdefault,rf,treeshap,315,0.9026050456906638,0.009314339252557757,1.0
ccdefault,rf,treeshap,316,0.8589609335039858,0.024340519891195678,0.82
ccdefault,rf,treeshap,317,0.5713221479603311,0.00913586544074918,0.8399999999999999
ccdefault,rf,treeshap,318,0.922183930127795,0.01081202966124406,0.8800000000000001
ccdefault,rf,treeshap,319,0.8764313174347376,0.019881713045576732,1.0
